2024-12-02 15:22:43,290 INFO quotelog [main] Quote with ticker 'NEW' not found. Proceed create.
2024-12-02 15:27:03,067 INFO quotelog [main] Quote with ticker 'NEW' found. Proceed update.
2024-12-02 15:27:37,934 INFO quotelog [main] Quote with ticker 'TEST101' found. Proceed update.
2024-12-02 15:27:59,103 INFO quotelog [main] Quote with ticker 'CREATE2' found. Proceed update.
2024-12-02 15:30:37,108 INFO quotelog [main] TSLA 151.0
2024-12-02 15:31:10,994 INFO quotelog [main] null 0.0
2024-12-02 15:33:01,988 INFO quotelog [main] Quote with ticker 'CREATE2' found. Proceed update.
2024-12-02 15:33:01,990 INFO quotelog [main] Updating quote with ticker: CREATE2
2024-12-02 15:34:51,396 INFO quotelog [main] Quote with ticker 'CREATE2' found. Proceed update.
2024-12-02 15:34:51,398 INFO quotelog [main] Updating quote with ticker: CREATE2
2024-12-02 15:34:51,401 INFO quotelog [main] Rows affected by update: 0
2024-12-02 15:39:27,173 INFO quotelog [main] Quote with ticker 'CREATE2' found. Proceed update.
2024-12-02 15:39:27,176 INFO quotelog [main] Updating quote with ticker: CREATE2
2024-12-02 15:39:27,179 INFO quotelog [main] Rows affected by update: 0
2024-12-02 15:39:56,419 INFO quotelog [main] Quote with ticker 'GOOGL' found. Proceed update.
2024-12-02 15:39:56,421 INFO quotelog [main] Updating quote with ticker: GOOGL
2024-12-02 15:39:56,426 INFO quotelog [main] Rows affected by update: 1
2024-12-02 15:44:06,191 INFO quotelog [main] Quote with ticker 'LINK' not found. Proceed create.
2024-12-02 15:51:34,716 INFO quotelog [main] Quote with ticker 'LINK' found. Proceed update.
2024-12-02 15:51:34,718 INFO quotelog [main] Updating quote with ticker: LINK
2024-12-02 15:51:34,723 INFO quotelog [main] Rows affected by update: 1
2024-12-02 15:51:55,877 INFO quotelog [main] Quote with ticker 'AMZN' found. Proceed update.
2024-12-02 15:51:55,879 INFO quotelog [main] Updating quote with ticker: AMZN
2024-12-02 15:51:55,881 INFO quotelog [main] Rows affected by update: 0
2024-12-02 15:53:30,688 INFO quotelog [main] Quote with ticker 'AMZN' found. Proceed update.
2024-12-02 15:53:30,690 INFO quotelog [main] Updating quote with ticker: AMZN
2024-12-02 15:53:30,693 INFO quotelog [main] Rows affected by update: 0
2024-12-02 15:53:55,714 INFO quotelog [main] Quote with ticker 'TSLA' found. Proceed update.
2024-12-02 15:53:55,716 INFO quotelog [main] Updating quote with ticker: TSLA
2024-12-02 15:53:55,720 INFO quotelog [main] Rows affected by update: 1
2024-12-02 15:54:20,465 INFO quotelog [main] Quote with ticker 'TSLA' found. Proceed update.
2024-12-02 15:54:20,467 INFO quotelog [main] Updating quote with ticker: TSLA
2024-12-02 15:54:20,471 INFO quotelog [main] Rows affected by update: 1
2024-12-02 15:54:33,053 INFO quotelog [main] Quote with ticker 'CHECK' found. Proceed update.
2024-12-02 15:54:33,055 INFO quotelog [main] Updating quote with ticker: CHECK
2024-12-02 15:54:33,058 INFO quotelog [main] Rows affected by update: 0
2024-12-02 16:02:21,838 INFO quotelog [main] Quote with ticker 'CHECK' found. Proceed update.
2024-12-02 16:02:21,840 INFO quotelog [main] Updating quote with ticker: CHECK
2024-12-02 16:02:21,843 INFO quotelog [main] Rows affected by update: 0
2024-12-02 16:02:46,054 INFO quotelog [main] Quote with ticker 'GOOGL' found. Proceed update.
2024-12-02 16:02:46,056 INFO quotelog [main] Updating quote with ticker: GOOGL
2024-12-02 16:02:46,061 INFO quotelog [main] Rows affected by update: 1
2024-12-02 16:09:58,069 INFO quotelog [main] Quote with ticker 'TEST' not found. Proceed create.
2024-12-02 16:10:09,602 INFO quotelog [main] Quote with ticker 'TEST' not found. Proceed create.
2024-12-02 16:14:22,672 INFO quotelog [main] Quote with ticker 'TEST' not found. Proceed create.
2024-12-02 16:14:35,422 INFO quotelog [main] Quote with ticker 'CHECK' not found. Proceed create.
2024-12-02 16:14:48,666 INFO quotelog [main] Quote with ticker 'CHECK' not found. Proceed create.
2024-12-02 17:30:41,889 INFO quotelog [main] Quote with ticker 'CHECK' found. Proceed update.
2024-12-02 17:30:41,891 INFO quotelog [main] Updating quote with ticker: CHECK
2024-12-02 17:30:41,898 INFO quotelog [main] Rows affected by update: 1
2024-12-02 17:31:03,592 INFO quotelog [main] Quote with ticker 'CHECK' found. Proceed update.
2024-12-02 17:31:03,595 INFO quotelog [main] Updating quote with ticker: CHECK
2024-12-02 17:31:03,600 INFO quotelog [main] Rows affected by update: 1
2024-12-02 17:31:32,280 INFO quotelog [main] Quote with ticker 'TESTCREATE' found. Proceed update.
2024-12-02 17:31:32,282 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:31:32,286 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:34:57,654 INFO quotelog [main] Quote with ticker 'TESTCREATE' found. Proceed update.
2024-12-02 17:34:57,656 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:34:57,659 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:41:24,258 INFO quotelog [main] Updating 'TESTCREATE' quote.
2024-12-02 17:41:24,261 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:41:24,264 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:43:21,046 INFO quotelog [main] Updating 'TESTCREATE' quote.
2024-12-02 17:43:21,052 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:43:21,057 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:43:55,311 INFO quotelog [main] Updating 'TESTCREATE' quote.
2024-12-02 17:44:09,856 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:44:09,863 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:46:27,809 INFO quotelog [main] Updating 'TESTCREATE' quote.
2024-12-02 17:46:34,007 INFO quotelog [main] Updating quote with ticker: TESTCREATE
2024-12-02 17:46:34,015 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:47:23,565 INFO quotelog [main] Updating 'AGAIN' quote.
2024-12-02 17:47:24,337 INFO quotelog [main] Updating quote with ticker: AGAIN
2024-12-02 17:47:24,345 INFO quotelog [main] Rows affected by update: 0
2024-12-02 17:55:02,140 INFO quotelog [main] Creating 'AGAIN' quote.
2024-12-02 17:55:28,296 INFO quotelog [main] Updating 'AGAIN' quote.
2024-12-02 17:55:28,298 INFO quotelog [main] Updating quote with ticker: AGAIN
2024-12-02 17:55:28,302 INFO quotelog [main] Rows affected by update: 1
2024-12-02 17:59:19,277 INFO quotelog [main] TSLA 151.0
2024-12-02 22:23:54,590 INFO quotelog [main] Creating 'MSFT' quote.
2024-12-02 22:24:16,557 INFO quotelog [main] Updating 'MSFT' quote.
2024-12-02 22:24:16,560 INFO quotelog [main] Updating quote with ticker: MSFT
2024-12-02 22:24:52,005 INFO quotelog [main] Updating 'MSFT' quote.
2024-12-02 22:24:52,008 INFO quotelog [main] Updating quote with ticker: MSFT
2024-12-02 22:25:33,630 INFO quotelog [main] Updating 'TSLA' quote.
2024-12-02 22:25:33,632 INFO quotelog [main] Updating quote with ticker: TSLA
2024-12-02 22:26:04,909 INFO quotelog [main] Updating 'MSFT' quote.
2024-12-02 22:26:04,911 INFO quotelog [main] Updating quote with ticker: MSFT
2024-12-02 22:26:34,818 INFO quotelog [main] Updating 'MSFT' quote.
2024-12-02 22:26:34,820 INFO quotelog [main] Updating quote with ticker: MSFT
2024-12-02 22:27:36,013 INFO quotelog [main] Updating 'GOOGL' quote.
2024-12-02 22:27:56,460 INFO quotelog [main] Updating 'GOOGL' quote.
2024-12-02 22:28:37,750 INFO quotelog [main] Creating 'ABC' quote.
2024-12-02 22:28:58,163 INFO quotelog [main] Updating 'ABC' quote.
2024-12-02 22:36:44,598 INFO quotelog [main] Updating 'ABC' quote.
2024-12-02 22:37:32,192 INFO quotelog [main] Creating 'TSC' quote.
2024-12-02 22:49:42,156 INFO quotelog [main] Finding all quotes.
2024-12-02 22:49:42,175 INFO quotelog [main] [Quote{ticker='LINK', open=123.0, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=1969-12-31, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 15:51:34.693107}, Quote{ticker='TSLA', open=888.0, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=1969-12-31, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 15:54:20.444469}, Quote{ticker='GOOGL', open=143.0, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=1969-12-31, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 16:02:46.033081}, Quote{ticker='TEST', open=143.0, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=1969-12-31, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 16:09:58.046746}, Quote{ticker='CHECK', open=143.0, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=1969-12-31, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 17:31:03.56966}, Quote{ticker='AGAIN', open=222.22, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=2024-12-01, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 17:55:28.274704}, Quote{ticker='MSFT', open=222.22, high=152.5, low=188.0, price=151.0, volume=1000000, latestTradingDay=2024-12-01, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 22:23:54.557153}, Quote{ticker='ABC', open=123.5, high=145.5, low=188.0, price=323.2, volume=5000000, latestTradingDay=2024-12-01, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 22:36:44.572428}, Quote{ticker='TSC', open=123.5, high=145.5, low=188.0, price=323.2, volume=5000000, latestTradingDay=2024-12-01, previousClose=149.0, change=3.0, changePercent='2.03%', timeStamp=2024-12-02 22:37:32.170446}]
2024-12-02 22:57:32,863 INFO quotelog [main] Deleting by id.
2024-12-02 22:57:50,253 INFO quotelog [main] Deleting by id.
2024-12-02 22:58:07,417 INFO quotelog [main] Deleting by id.
2024-12-02 23:00:49,384 INFO quotelog [main] Deleting all quotes.
2024-12-02 23:13:42,975 INFO quotelog [main] Finding position by id
2024-12-02 23:13:42,993 INFO quotelog [main] TSLA 100
2024-12-02 23:25:51,261 INFO quotelog [main] Finding position by id
2024-12-02 23:25:51,280 INFO quotelog [main] Updating 'TSLA' quote.
2024-12-02 23:26:14,001 INFO quotelog [main] Finding position by id
2024-12-02 23:26:14,024 INFO quotelog [main] Updating 'TSLA' quote.
2024-12-02 23:26:40,407 INFO quotelog [main] Finding position by id
2024-12-02 23:26:40,429 INFO quotelog [main] Updating 'MSFT' quote.
2024-12-02 23:27:25,393 INFO quotelog [main] Finding position by id
2024-12-02 23:27:25,413 INFO quotelog [main] Creating 'MSFT' quote.
2024-12-02 23:40:25,250 INFO quotelog [main] Finding position by id
2024-12-02 23:40:25,269 INFO quotelog [main] Creating 'MSFT' position.
2024-12-02 23:41:01,237 INFO quotelog [main] Finding all positions.
2024-12-02 23:41:01,249 INFO quotelog [main] [ca.jrvs.apps.jdbc.dto.Position@2f953efd, ca.jrvs.apps.jdbc.dto.Position@f68f0dc]
2024-12-02 23:42:23,910 INFO quotelog [main] Finding all positions.
2024-12-02 23:42:23,925 INFO quotelog [main] [ca.jrvs.apps.jdbc.dto.Position@7486b455, ca.jrvs.apps.jdbc.dto.Position@660acfb]
2024-12-02 23:43:09,220 INFO quotelog [main] Finding all positions.
2024-12-02 23:43:09,233 INFO quotelog [main] [Position{ticker='GOOGL', numOfShares=50, valuePaid=137500.0}, Position{ticker='TSLA', numOfShares=500, valuePaid=14800.5}]
2024-12-02 23:48:34,714 INFO quotelog [main] Deleting position by id.
2024-12-02 23:49:00,905 INFO quotelog [main] Deleting all positions
2024-12-03 10:26:12,988 INFO quotelog [main] Finding quote by id.
2024-12-03 10:26:13,020 INFO quotelog [main] Updating 'TSLA' quote.
2024-12-03 10:26:13,031 INFO quotelog [main] Deleting all quotes.
2024-12-03 10:27:07,493 INFO quotelog [main] Finding quote by id.
2024-12-03 10:27:07,516 INFO quotelog [main] Creating 'TSLA' quote.
2024-12-03 10:27:07,524 INFO quotelog [main] Deleting all quotes.
2024-12-03 10:28:22,686 INFO quotelog [main] Finding quote by id.
2024-12-03 10:28:22,710 INFO quotelog [main] Creating 'TSLA' quote.
2024-12-03 10:30:05,755 INFO quotelog [main] Finding quote by id.
2024-12-03 10:30:54,505 INFO quotelog [main] Finding quote by id.
2024-12-03 10:30:54,531 INFO quotelog [main] Creating 'AMZN' quote.
2024-12-03 10:30:54,536 INFO quotelog [main] Finding quote by id.
2024-12-03 10:30:54,537 INFO quotelog [main] Creating 'NFLX' quote.
2024-12-03 10:30:54,538 INFO quotelog [main] Finding all quotes.
2024-12-03 10:32:14,817 INFO quotelog [main] Finding quote by id.
2024-12-03 10:32:14,839 INFO quotelog [main] Creating 'MSFT' quote.
2024-12-03 10:32:14,843 INFO quotelog [main] Deleting quote by id.
2024-12-03 10:32:14,845 INFO quotelog [main] Finding quote by id.
2024-12-03 10:36:18,645 INFO quotelog [main] Finding quote by id.
2024-12-03 10:36:18,669 INFO quotelog [main] Creating 'GOOG' quote.
